Student Enrolment Key,Unit of Study Identifier,Semester,Mode of Study,Gender,Age Category,Dom/Int,Mark,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
4620,UNIT X,1,Full Time,F,22-25,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4621,UNIT X,2,Full Time,M,Over 25,Domestic,70,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4622,UNIT S,1,Full Time,F,18 and Under,Domestic,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4623,UNIT S,2,Full Time,F,19-21,International,62,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4624,UNIT W,2,Full Time,M,18 and Under,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4625,UNIT S,2,Full Time,M,22-25,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4626,UNIT G,2,Full Time,F,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4627,UNIT S,2,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4628,UNIT H,2,Full Time,M,18 and Under,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4629,UNIT Y,1,Full Time,M,19-21,International,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4630,UNIT Q,2,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4631,UNIT T,2,Part Time,M,Over 25,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4632,UNIT S,1,Full Time,F,19-21,Domestic,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4633,UNIT Z,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4634,UNIT G,2,Full Time,F,18 and Under,Domestic,24,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
4635,UNIT O,1,Full Time,F,18 and Under,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4636,UNIT O,1,Full Time,F,19-21,International,60,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4637,UNIT H,2,Full Time,M,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4638,UNIT Q,2,Full Time,F,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4639,UNIT S,1,Full Time,F,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4640,UNIT X,2,Full Time,F,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4641,UNIT H,2,Full Time,M,19-21,International,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4642,UNIT Q,2,Full Time,F,19-21,Domestic,35,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
4643,UNIT O,1,Full Time,F,22-25,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4644,UNIT Q,2,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4645,UNIT O,1,Full Time,F,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4646,UNIT W,2,Full Time,M,22-25,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4647,UNIT O,1,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4648,UNIT G,2,Full Time,F,19-21,International,74,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4649,UNIT W,2,Full Time,F,19-21,International,64,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
4650,UNIT O,1,Full Time,F,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4651,UNIT C,1,Unknown,F,22-25,Domestic,53,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4652,UNIT V,2,Full Time,M,18 and Under,Domestic,59,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
4653,UNIT O,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4654,UNIT M,1,Full Time,M,18 and Under,International,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4655,UNIT V,2,Full Time,M,19-21,International,57,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4656,UNIT G,2,Full Time,F,22-25,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4657,UNIT O,1,Full Time,M,19-21,International,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4658,UNIT A,1,Full Time,F,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4659,UNIT Y,1,Full Time,M,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4660,UNIT C,1,Full Time,F,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4661,UNIT G,2,Full Time,M,19-21,Domestic,46,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0
4662,UNIT O,1,Full Time,M,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4663,UNIT S,2,Full Time,F,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4664,UNIT V,2,Full Time,F,18 and Under,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4665,UNIT S,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4666,UNIT X,1,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4667,UNIT Z,1,Full Time,F,18 and Under,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4668,UNIT S,1,Full Time,M,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4669,UNIT X,1,Full Time,F,22-25,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4670,UNIT K,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4671,UNIT X,2,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4672,UNIT V,2,Full Time,F,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4673,UNIT H,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4674,UNIT X,2,Full Time,F,19-21,Domestic,51,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4675,UNIT M,1,Full Time,M,Over 25,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4676,UNIT G,2,Full Time,F,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4677,UNIT Z,1,Full Time,M,18 and Under,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
4678,UNIT S,1,Full Time,M,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4679,UNIT V,2,Full Time,F,19-21,International,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4680,UNIT Q,2,Full Time,F,19-21,Domestic,39,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0
4681,UNIT X,2,Full Time,M,19-21,Domestic,69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4682,UNIT O,1,Full Time,F,18 and Under,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4683,UNIT V,2,Full Time,M,18 and Under,Domestic,74,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4684,UNIT S,2,Full Time,F,19-21,Domestic,25,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0
4685,UNIT M,1,Full Time,M,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4686,UNIT Q,2,Full Time,M,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4687,UNIT O,1,Full Time,F,19-21,Domestic,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4688,UNIT H,2,Full Time,M,22-25,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4689,UNIT O,1,Full Time,M,18 and Under,International,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4690,UNIT Q,2,Full Time,F,22-25,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4691,UNIT V,2,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4692,UNIT Q,2,Full Time,M,19-21,International,82,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4693,UNIT S,2,Full Time,F,19-21,International,18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
4694,UNIT K,1,Full Time,M,18 and Under,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4695,UNIT K,1,Full Time,M,19-21,International,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4696,UNIT V,2,Full Time,M,19-21,International,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4697,UNIT G,2,Full Time,F,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4698,UNIT Y,1,Full Time,M,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4699,UNIT T,2,Full Time,M,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4700,UNIT S,1,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4701,UNIT G,2,Full Time,F,18 and Under,International,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4702,UNIT A,1,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4703,UNIT X,2,Full Time,F,18 and Under,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4704,UNIT V,2,Full Time,F,22-25,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4705,UNIT V,2,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4706,UNIT X,2,Full Time,F,19-21,International,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4707,UNIT H,2,Full Time,F,18 and Under,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4708,UNIT K,1,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4709,UNIT Y,1,Full Time,M,18 and Under,Domestic,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4710,UNIT K,1,Full Time,F,19-21,Domestic,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4711,UNIT X,1,Full Time,F,19-21,International,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4712,UNIT O,1,Full Time,F,18 and Under,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4713,UNIT H,2,Full Time,M,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4714,UNIT A,1,Full Time,M,19-21,International,63,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4715,UNIT H,2,Full Time,F,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4716,UNIT Q,2,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4717,UNIT V,2,Full Time,F,18 and Under,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4718,UNIT K,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4719,UNIT S,1,Full Time,F,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4720,UNIT S,1,Full Time,M,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4721,UNIT O,1,Full Time,M,19-21,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4722,UNIT T,2,Part Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4723,UNIT O,1,Full Time,F,22-25,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4724,UNIT O,1,Part Time,F,Over 25,Domestic,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4725,UNIT O,1,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4726,UNIT V,2,Full Time,M,19-21,International,78,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4727,UNIT V,2,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4728,UNIT O,1,Full Time,F,18 and Under,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4729,UNIT W,2,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4730,UNIT M,1,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4731,UNIT G,2,Full Time,M,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4732,UNIT H,2,Full Time,F,Over 25,Domestic,63,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
4733,UNIT H,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4734,UNIT O,1,Full Time,F,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4735,UNIT G,2,Full Time,F,19-21,Domestic,47,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0
4736,UNIT S,2,Full Time,M,19-21,International,52,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4737,UNIT X,1,Full Time,F,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4738,UNIT V,2,Full Time,F,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4739,UNIT S,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4740,UNIT Y,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4741,UNIT M,1,Full Time,F,19-21,International,83,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4742,UNIT S,1,Full Time,M,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4743,UNIT S,1,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4744,UNIT K,1,Full Time,F,19-21,Domestic,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4745,UNIT G,2,Full Time,F,19-21,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4746,UNIT C,1,Full Time,M,18 and Under,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4747,UNIT W,2,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4748,UNIT Z,1,Full Time,M,18 and Under,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4749,UNIT G,2,Full Time,F,18 and Under,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4750,UNIT M,1,Full Time,F,19-21,Domestic,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4751,UNIT V,2,Full Time,M,19-21,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4752,UNIT Q,2,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4753,UNIT Z,1,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4754,UNIT V,2,Full Time,M,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4755,UNIT O,1,Full Time,F,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4756,UNIT G,2,Full Time,F,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4757,UNIT S,1,Full Time,F,18 and Under,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4758,UNIT V,2,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4759,UNIT K,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4760,UNIT S,1,Full Time,M,18 and Under,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4761,UNIT S,1,Full Time,M,18 and Under,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4762,UNIT X,2,Full Time,M,22-25,International,80,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4763,UNIT M,1,Full Time,M,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4764,UNIT O,1,Full Time,M,18 and Under,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4765,UNIT O,1,Full Time,M,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4766,UNIT V,2,Full Time,M,19-21,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4767,UNIT H,2,Full Time,M,19-21,International,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4768,UNIT V,2,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4769,UNIT V,2,Full Time,M,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4770,UNIT O,1,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4771,UNIT O,1,Full Time,M,19-21,International,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4772,UNIT H,2,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4773,UNIT H,2,Full Time,F,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4774,UNIT S,1,Full Time,M,19-21,International,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4775,UNIT S,1,Full Time,F,Over 25,Domestic,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4776,UNIT W,2,Full Time,M,Over 25,International,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4777,UNIT H,2,Full Time,M,19-21,International,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4778,UNIT H,2,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4779,UNIT S,1,Full Time,M,18 and Under,Domestic,58,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
4780,UNIT H,2,Full Time,F,19-21,Domestic,75,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4781,UNIT V,2,Full Time,M,19-21,International,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4782,UNIT O,1,Full Time,M,19-21,Domestic,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4783,UNIT O,1,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4784,UNIT G,2,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4785,UNIT O,1,Full Time,F,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4786,UNIT O,1,Full Time,F,22-25,International,91,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
4787,UNIT G,2,Full Time,M,18 and Under,Domestic,59,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
4788,UNIT H,2,Full Time,M,19-21,International,46,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
4789,UNIT Z,1,Full Time,M,19-21,Domestic,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
4790,UNIT V,2,Full Time,M,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4791,UNIT X,2,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4792,UNIT X,2,Full Time,M,18 and Under,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4793,UNIT H,2,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4794,UNIT V,2,Full Time,M,19-21,International,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4795,UNIT S,1,Full Time,M,19-21,International,53,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4796,UNIT Y,1,Full Time,M,19-21,Domestic,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4797,UNIT W,2,Full Time,F,19-21,International,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4798,UNIT X,1,Full Time,M,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4799,UNIT X,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4800,UNIT X,1,Full Time,F,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4801,UNIT V,2,Full Time,F,18 and Under,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4802,UNIT C,1,Full Time,F,18 and Under,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4803,UNIT Z,1,Full Time,F,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4804,UNIT Q,2,Full Time,M,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4805,UNIT O,1,Full Time,F,18 and Under,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4806,UNIT S,1,Full Time,M,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4807,UNIT T,2,Full Time,M,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4808,UNIT X,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4809,UNIT V,2,Full Time,M,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4810,UNIT H,2,Full Time,F,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4811,UNIT H,2,Full Time,F,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4812,UNIT M,1,Full Time,F,19-21,International,80,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
4813,UNIT V,2,Full Time,M,22-25,International,75,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4814,UNIT V,2,Full Time,F,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4815,UNIT V,2,Full Time,F,19-21,Domestic,82,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4816,UNIT O,1,Full Time,M,19-21,International,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4817,UNIT W,2,Full Time,F,19-21,International,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4818,UNIT A,1,Full Time,M,19-21,Domestic,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4819,UNIT A,1,Full Time,M,19-21,International,84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4820,UNIT Q,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4821,UNIT V,2,Full Time,M,19-21,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4822,UNIT S,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4823,UNIT M,1,Full Time,M,19-21,International,80,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4824,UNIT Q,2,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4825,UNIT O,1,Full Time,F,18 and Under,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4826,UNIT O,1,Full Time,F,18 and Under,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4827,UNIT M,1,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4828,UNIT Q,2,Full Time,M,19-21,International,55,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4829,UNIT Q,2,Full Time,F,19-21,International,57,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
4830,UNIT O,1,Full Time,M,18 and Under,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4831,UNIT G,2,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4832,UNIT A,1,Part Time,F,19-21,Domestic,87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4833,UNIT V,2,Full Time,M,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4834,UNIT H,2,Full Time,M,22-25,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4835,UNIT Y,1,Full Time,M,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4836,UNIT O,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4837,UNIT Q,2,Full Time,F,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4838,UNIT Q,2,Full Time,M,18 and Under,Domestic,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4839,UNIT Q,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4840,UNIT V,2,Full Time,M,19-21,Domestic,55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4841,UNIT O,1,Full Time,F,19-21,International,60,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
4842,UNIT S,2,Full Time,F,18 and Under,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4843,UNIT Y,1,Full Time,M,18 and Under,Domestic,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4844,UNIT H,2,Full Time,M,19-21,International,45,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4845,UNIT O,1,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4846,UNIT Y,1,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4847,UNIT V,2,Full Time,M,18 and Under,Domestic,58,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
4848,UNIT Z,1,Full Time,F,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4849,UNIT O,1,Full Time,M,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4850,UNIT V,2,Full Time,F,18 and Under,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4851,UNIT Z,1,Full Time,M,19-21,Domestic,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4852,UNIT X,2,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4853,UNIT X,1,Full Time,M,22-25,Domestic,72,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4854,UNIT C,1,Full Time,M,18 and Under,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
